date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:54:50	396584/396584	---M--	200	added ('OK')	image/jpeg	etag:%22323b74-60d28-59635d1a344ee%22	http://mixpakrecords.com/wordpress/wp-content/uploads/2019/05/CFL-twitter-banner-out-now.jpg	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/wordpress/wp-content/uploads/2019/05/CFL-twitter-banner-out-now.jpg	(from http://mixpakrecords.com/)
18:54:53	914360/914360	---M--	200	added ('OK')	image/png	etag:%22301100-df3b8-566318493dd30%22	http://mixpakrecords.com/wordpress/wp-content/themes/mixpak2017/screenshot.png	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/wordpress/wp-content/themes/mixpak2017/screenshot.png	(from http://mixpakrecords.com/)
18:55:01	21229/21229	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Dec%202020%2017:54:56%20GMT	http://mixpakrecords.com/releases/baile-de-rua/	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/releases/baile-de-rua/index.html	(from http://mixpakrecords.com/)
18:55:23	606316/606316	---M--	200	added ('OK')	image/png	etag:%22323a7a-9406c-593f2ddeacbab%22	http://mixpakrecords.com/wordpress/wp-content/uploads/2019/06/Screen-Shot-2019-10-02-at-3.56.03-PM.png	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/wordpress/wp-content/uploads/2019/06/Screen-Shot-2019-10-02-at-3.56.03-PM.png	(from http://mixpakrecords.com/)
18:55:25	235577/235577	---M--	200	added ('OK')	image/jpeg	etag:%226008e3-39839-5926fef34e4a0%22	http://mixpakrecords.com/wordpress/wp-content/uploads/2019/04/BaileDeRua_Youtube_Channel-2-1920x1080.jpg	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/wordpress/wp-content/uploads/2019/04/BaileDeRua_Youtube_Channel-2-1920x1080.jpg	(from http://mixpakrecords.com/)
18:55:25	22690/22690	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Dec%202020%2017:55:26%20GMT	http://mixpakrecords.com/2016/06/culture-clash-champions/	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/2016/06/culture-clash-champions/index.html	(from http://mixpakrecords.com/)
18:55:47	102027/102027	---M--	200	added ('OK')	image/jpeg	etag:%222a27b8-18e8b-570931fabba3b%22	http://mixpakrecords.com/wordpress/wp-content/uploads/2018/07/Popcaan_ForeverCover_Final_HiRES_JPG_preview.jpg	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/wordpress/wp-content/uploads/2018/07/Popcaan_ForeverCover_Final_HiRES_JPG_preview.jpg	(from http://mixpakrecords.com/)
18:56:22	206788/206788	---M--	200	added ('OK')	image/jpeg	etag:%22200bab-327c4-549c32c2bfd20%22	http://mixpakrecords.com/wordpress/wp-content/uploads/2016/06/SS_160617_Culture-Clash-web-3063-960x960.jpg	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/wordpress/wp-content/uploads/2016/06/SS_160617_Culture-Clash-web-3063-960x960.jpg	(from http://mixpakrecords.com/)
18:56:27	1500629/1500629	---M--	200	added ('OK')	image/png	etag:%226008e9-16e5d5-593763ed80f3a%22	http://mixpakrecords.com/wordpress/wp-content/uploads/2019/04/Screen-Shot-2019-09-26-at-10.43.33-AM.png	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/wordpress/wp-content/uploads/2019/04/Screen-Shot-2019-09-26-at-10.43.33-AM.png	(from http://mixpakrecords.com/)
18:56:33	183131/183131	---M--	200	added ('OK')	image/png	etag:%22200e39-2cb5b-549c33b5f54b8%22	http://mixpakrecords.com/wordpress/wp-content/uploads/2016/12/Mixpak_Spotify_1.3_E-960x960.png	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/wordpress/wp-content/uploads/2016/12/Mixpak_Spotify_1.3_E-960x960.png	(from http://mixpakrecords.com/)
18:57:01	66471/66471	---M--	200	added ('OK')	image/jpeg	etag:%22201249-103a7-568f5b364bf2f%22	http://mixpakrecords.com/wordpress/wp-content/uploads/2016/12/29714400_1969515646699814_1315044459762679808_n.jpg	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/wordpress/wp-content/uploads/2016/12/29714400_1969515646699814_1315044459762679808_n.jpg	(from http://mixpakrecords.com/)
18:57:22	49265/49265	---M--	200	added ('OK')	image/jpeg	etag:%2220123a-c071-568cdce8326e6%22	http://mixpakrecords.com/wordpress/wp-content/uploads/2016/12/29402858_181128452687089_896644177603854336_n.jpg	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/wordpress/wp-content/uploads/2016/12/29402858_181128452687089_896644177603854336_n.jpg	(from http://mixpakrecords.com/)
18:57:29	72971/72971	---M--	200	added ('OK')	image/jpeg	etag:%2220125d-11d0b-569066e42d45e%22	http://mixpakrecords.com/wordpress/wp-content/uploads/2016/12/29715566_2049573378590451_3570513262145437696_n.jpg	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/wordpress/wp-content/uploads/2016/12/29715566_2049573378590451_3570513262145437696_n.jpg	(from http://mixpakrecords.com/)
18:57:37	239/239	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Dec%202020%2017:57:36%20GMT	https://mixpakrecords.com/jobs	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/jobs.1e.delayed	(from http://mixpakrecords.com/)
18:57:40	200308/200308	---M--	200	added ('OK')	image/jpeg	etag:%22200de9-30e74-549c3387c7848%22	http://mixpakrecords.com/wordpress/wp-content/uploads/2016/12/24180009-960x960.jpg	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/wordpress/wp-content/uploads/2016/12/24180009-960x960.jpg	(from http://mixpakrecords.com/)
18:57:47	633/633	---M--	200	added ('OK')	image/svg+xml	etag:%22300abb-279-5663184c618aa%22	http://mixpakrecords.com/wordpress/wp-content/themes/mixpak2017/static/images/icon-x.svg	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/wordpress/wp-content/themes/mixpak2017/static/images/icon-x.svg	(from http://mixpakrecords.com/)
18:57:47	140830/140830	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Dec%202020%2017:57:41%20GMT	http://mixpakrecords.com/fm/	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/fm/index.html	(from http://mixpakrecords.com/)
18:57:48	69971/69971	---M--	200	added ('OK')	image/jpeg	etag:%22201260-11153-568e0969ac56e%22	http://mixpakrecords.com/wordpress/wp-content/uploads/2016/12/29714934_156750181671704_3814525532645621760_n-640x720.jpg	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/wordpress/wp-content/uploads/2016/12/29714934_156750181671704_3814525532645621760_n-640x720.jpg	(from http://mixpakrecords.com/)
18:57:48	93926/93926	---M--	200	added ('OK')	image/jpeg	etag:%22201267-16ee6-568fa4beb577b%22	http://mixpakrecords.com/wordpress/wp-content/uploads/2016/12/29402278_217676342319707_6128728347808628736_n.jpg	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/wordpress/wp-content/uploads/2016/12/29402278_217676342319707_6128728347808628736_n.jpg	(from http://mixpakrecords.com/)
18:57:50	1398/1398	---M--	200	added ('OK')	application/javascript	etag:%221e0c1d-576-549c20685b7d8%22	http://mixpakrecords.com/wordpress/wp-includes/js/wp-embed.min.js?ver=4.8.15	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/wordpress/wp-includes/js/wp-embed.min101e.js	(from http://mixpakrecords.com/)
18:57:52	4712/4712	---M-Z	200	added ('OK')	text/html	etag:%22220fc1-1268-54d70c35c8e20-gzip%22	https://mixpakrecords.com/jobs/	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/jobs/index.html	(from http://mixpakrecords.com/)
18:57:54	13821/13821	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Dec%202020%2017:57:54%20GMT	http://mixpakrecords.com/POST	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/POST	(from https://connect.facebook.net/en_US/fbevents.js)
18:57:58	15933/15933	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Dec%202020%2017:57:57%20GMT	http://mixpakrecords.com/2019/11/mixpak-10-year-anniversary-party/	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/2019/11/mixpak-10-year-anniversary-party/index.html	(from http://mixpakrecords.com/blog/)
18:58:00	19026/19026	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Dec%202020%2017:58:00%20GMT	http://mixpakrecords.com/2019/11/jubilee-call-for-location-lp-out-now/	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/2019/11/jubilee-call-for-location-lp-out-now/index.html	(from http://mixpakrecords.com/blog/)
18:58:01	47051/47051	---MC-	200	added ('OK')	text/javascript	date:Fri,%2023%20Oct%202020%2003:00:57%20GMT	https://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/music%20website/www.google-analytics.com/analytics.js	(from http://mixpakrecords.com/)
18:58:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Dec%202020%2017:58:02%20GMT	http://mixpakrecords.com/releases/ilimitado	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/releases/ilimitado	(from http://mixpakrecords.com/blog/)
18:58:07	16335/16335	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Dec%202020%2017:58:03%20GMT	http://mixpakrecords.com/2019/10/florentino-dime-que-tu-quieres-official-video/	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/2019/10/florentino-dime-que-tu-quieres-official-video/index.html	(from http://mixpakrecords.com/blog/)
18:58:15	35638/35638	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Dec%202020%2017:58:05%20GMT	http://mixpakrecords.com/releases/ilimitado/	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/releases/ilimitado/index.html	(from http://mixpakrecords.com/blog/)
18:58:31	17137/17137	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Dec%202020%2017:58:23%20GMT	http://mixpakrecords.com/2019/10/palmistry-rovin-official-video/	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/2019/10/palmistry-rovin-official-video/index.html	(from http://mixpakrecords.com/blog/)
18:58:57	16255/16255	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Dec%202020%2017:58:38%20GMT	http://mixpakrecords.com/2019/09/mc-buzzz-bota-bota-official-video/	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/2019/09/mc-buzzz-bota-bota-official-video/index.html	(from http://mixpakrecords.com/blog/)
18:59:52	83044/83044	---M--	200	added ('OK')	image/jpeg	etag:%221e1bcd-14464-549c2b3806af0%22	http://mixpakrecords.com/wordpress/wp-content/uploads/2012/06/RED-BULL-CULTURE-CLASH-SENT-GETTY-096-1-600x315.jpg	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/wordpress/wp-content/uploads/2012/06/RED-BULL-CULTURE-CLASH-SENT-GETTY-096-1-600x315.jpg	(from http://mixpakrecords.com/about/)
18:59:58	23204/23204	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Dec%202020%2017:59:54%20GMT	http://mixpakrecords.com/blog/page/2/	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/blog/page/2/index.html	(from http://mixpakrecords.com/blog/)
19:00:03	2356/2356	---MC-	200	added ('OK')	application/json	date:Thu,%2024%20Dec%202020%2018:00:01%20GMT	http://mixpakrecords.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmixpakrecords.com%2Fabout%2F	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/wp-json/oembed/1.0/embedd9ef.json	(from http://mixpakrecords.com/about/)
19:00:04	1556/1556	---MC-	200	added ('OK')	application/rss+xml	etag:%2253e23eb05647ea34d64c7f5a4a6bae09%22	http://mixpakrecords.com/about/feed/	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/about/feed/index.html	(from http://mixpakrecords.com/about/)
19:00:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Dec%202020%2018:00:05%20GMT	http://mixpakrecords.com/?p=16491	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/indexc2c2.html	(from http://mixpakrecords.com/about/)
19:00:09	2490/2490	---MC-	200	added ('OK')	text/xml	date:Thu,%2024%20Dec%202020%2018:00:06%20GMT	http://mixpakrecords.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmixpakrecords.com%2Fabout%2F&format=xml	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/wp-json/oembed/1.0/embedafc3	(from http://mixpakrecords.com/about/)
19:00:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Dec%202020%2018:00:11%20GMT	http://mixpakrecords.com/studios	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/studios.2b.delayed	(from http://mixpakrecords.com/about/)
19:00:15	17457/17457	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Dec%202020%2018:00:14%20GMT	http://mixpakrecords.com/studios/	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/studios/index.html	(from http://mixpakrecords.com/about/)
19:00:17	16006/16006	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Dec%202020%2018:00:16%20GMT	http://mixpakrecords.com/artists/featured/mc-buzzz/	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/artists/featured/mc-buzzz/index.html	(from http://mixpakrecords.com/artists/)
19:00:19	25663/25663	---MC-	200	added ('OK')	application/rss+xml	etag:%2239f5d0299b8c88e1e834566d73f94278%22	http://mixpakrecords.com/artists/feed/	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/artists/feed/index.html	(from http://mixpakrecords.com/artists/)
19:00:20	27271/27271	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Dec%202020%2018:00:19%20GMT	http://mixpakrecords.com/artists/featured/dre-skull/	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/artists/featured/dre-skull/index.html	(from http://mixpakrecords.com/artists/)
19:00:22	29731/29731	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Dec%202020%2018:00:22%20GMT	http://mixpakrecords.com/artists/featured/jubilee/	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/artists/featured/jubilee/index.html	(from http://mixpakrecords.com/artists/)
19:00:25	41158/41158	---M--	200	added ('OK')	image/jpeg	etag:%221e02c7-a0c6-5902d538a3754%22	http://mixpakrecords.com/wordpress/wp-content/uploads/2012/04/Jubilee-Press-shot-960x540.jpeg	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/wordpress/wp-content/uploads/2012/04/Jubilee-Press-shot-960x540.jpg	(from http://mixpakrecords.com/artists/)
19:00:25	126678/126678	---M--	200	added ('OK')	image/jpeg	etag:%221e1889-1eed6-549c2a273f628%22	http://mixpakrecords.com/wordpress/wp-content/uploads/2012/02/Dre-Skull-Kingston-Photo-by-Tony-Lowe-2-960x540.jpg	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/wordpress/wp-content/uploads/2012/02/Dre-Skull-Kingston-Photo-by-Tony-Lowe-2-960x540.jpg	(from http://mixpakrecords.com/artists/)
19:00:29	23492/23492	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Dec%202020%2018:00:28%20GMT	http://mixpakrecords.com/artists/featured/murlo/	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/artists/featured/murlo/index.html	(from http://mixpakrecords.com/artists/)
19:00:31	106841/106841	---M--	200	added ('OK')	image/jpeg	etag:%221e2200-1a159-549c2d140c030%22	http://mixpakrecords.com/wordpress/wp-content/uploads/2013/08/murlo_resize-960x540.jpg	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/wordpress/wp-content/uploads/2013/08/murlo_resize-960x540.jpg	(from http://mixpakrecords.com/artists/)
19:00:34	23269/23269	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Dec%202020%2018:00:31%20GMT	http://mixpakrecords.com/artists/featured/palmistry/	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/artists/featured/palmistry/index.html	(from http://mixpakrecords.com/artists/)
19:00:39	29204/29204	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Dec%202020%2018:00:38%20GMT	http://mixpakrecords.com/artists/featured/popcaan/	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/artists/featured/popcaan/index.html	(from http://mixpakrecords.com/artists/)
19:00:41	91759/91759	---M--	200	added ('OK')	image/jpeg	etag:%221e0df3-1666f-5850523001457%22	http://mixpakrecords.com/wordpress/wp-content/uploads/2013/10/Palmistry-001-960x540.jpg	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/wordpress/wp-content/uploads/2013/10/Palmistry-001-960x540.jpg	(from http://mixpakrecords.com/artists/)
19:00:45	99134/99134	---M--	200	added ('OK')	image/jpeg	etag:%221e0dcf-1833e-5776a275e09d7%22	http://mixpakrecords.com/wordpress/wp-content/uploads/2012/04/popcaan-artist-page-960x500.jpg	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/wordpress/wp-content/uploads/2012/04/popcaan-artist-page-960x500.jpg	(from http://mixpakrecords.com/artists/)
19:00:46	32513/32513	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Dec%202020%2018:00:44%20GMT	http://mixpakrecords.com/artists/featured/vybz-kartel/	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/artists/featured/vybz-kartel/index.html	(from http://mixpakrecords.com/artists/)
19:00:50	34727/34727	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Dec%202020%2018:00:47%20GMT	http://mixpakrecords.com/artists/featured/florentino/	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/artists/featured/florentino/index.html	(from http://mixpakrecords.com/artists/)
19:00:53	83203/83203	---M--	200	added ('OK')	image/jpeg	etag:%221e1956-14503-549c2a718c618%22	http://mixpakrecords.com/wordpress/wp-content/uploads/2012/02/Ports_VK_001_C_10x10.-1-960x540.jpg	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/wordpress/wp-content/uploads/2012/02/Ports_VK_001_C_10x10.-1-960x540.jpg	(from http://mixpakrecords.com/artists/)
19:01:32	25210/25210	---M--	200	added ('OK')	image/jpeg	etag:%222015d7-627a-5a06e87ca1351%22	http://mixpakrecords.com/wordpress/wp-content/uploads/2015/03/Wildlife_web-1-960x540.jpg	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/wordpress/wp-content/uploads/2015/03/Wildlife_web-1-960x540.jpg	(from http://mixpakrecords.com/artists/)
19:01:35	108716/108716	---M--	200	added ('OK')	image/jpeg	etag:%22322753-1a8ac-58a6c206b4a0a%22	http://mixpakrecords.com/wordpress/wp-content/uploads/2019/06/Florentino-Ilimitado-edits-1-WEB-960x540.jpg	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/wordpress/wp-content/uploads/2019/06/Florentino-Ilimitado-edits-1-WEB-960x540.jpg	(from http://mixpakrecords.com/artists/)
19:01:36	21287/21287	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Dec%202020%2018:01:36%20GMT	http://mixpakrecords.com/artists/featured/wildlife/	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/artists/featured/wildlife/index.html	(from http://mixpakrecords.com/artists/)
19:01:44	19179/19179	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Dec%202020%2018:01:38%20GMT	http://mixpakrecords.com/artists/all/beenie-man/	C:/My%20Web%20Sites/music%20website/mixpakrecords.com/artists/all/beenie-man/index.html	(from http://mixpakrecords.com/artists/)
